possession_id,game_id,our_team_name,opponent_team_name,period,time_remaining,seconds_remaining,clock_bin,our_team_level,opponent_team_level,man_state,is_man_up,empty_net,is_heave,is_long_range,shooter_x,shooter_y,distance_m,angle_deg,abs_angle,angle_x_distance,distance_bin,angle_bin,defender_count,defender_count_bin,goalie_distance_m,goalie_lateral,dist_x_manup,dist_x_defbin,poss_idx_in_game,prior_poss_before,prior_shots_before,prior_goals_before,prior_shot_rate_in_game,prior_goal_rate_in_game,last3_shots_before,last3_goals_before,last3_goal_rate_in_game,attack_type,shot_type,shooter_handedness,player_number,possession_passes,shot_result,video_file,video_timestamp_mmss
6_P0006,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.5,0.4666666667,7.0,0.0,0.0,0.0,5-8,0-15,1.0,def1,1.0,center,5-8|MU0,5-8|def1,6,5,4.0,1.0,0.625,0.2857142857142857,3.0,1.0,0.3333333333333333,perimeter,skip,right,8.0,6.0,post/bar,IMG_4567.MOV,00:35
6_P0009,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.5,0.2,3.0,0.0,0.0,0.0,0-5,0-15,1.0,def1,0.5,center,0-5|MU0,0-5|def1,9,8,5.0,1.0,0.5454545454545454,0.25,3.0,1.0,0.3333333333333333,broken play,skip,right,10.0,4.0,goal,IMG_4571.MOV,00:36
6_P0010,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.5,0.4,6.0,0.0,0.0,0.0,5-8,0-15,1.0,def1,1.0,center,5-8|MU0,5-8|def1,10,9,6.0,2.0,0.5833333333333334,0.3333333333333333,3.0,1.0,0.3333333333333333,perimeter,skip,right,15.0,2.0,blocked (GK),IMG_4572.MOV,00:55
6_P0013,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.6,0.6,9.22,12.53,12.53,115.5266,8-10,0-15,1.0,def1,1.5,center,8-10|MU0,8-10|def1,13,12,7.0,2.0,0.5333333333333333,0.3,3.0,1.0,0.3333333333333333,perimeter,skip,right,0.0,2.0,blocked (GK),IMG_4581.MOV,00:30
6_P0016,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.3,0.4,7.211,-33.69,33.69,242.93859,5-8,30-45,0.0,def0,0.5,left,5-8|MU0,5-8|def0,16,15,8.0,2.0,0.5,0.2727272727272727,3.0,1.0,0.3333333333333333,perimeter,lob,right,12.0,2.0,blocked (GK),IMG_4587.MOV,00:22
6_P0018,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.5,0.2,3.0,0.0,0.0,0.0,0-5,0-15,1.0,def1,1.0,center,0-5|MU0,0-5|def1,18,17,9.0,2.0,0.5,0.25,3.0,0.0,0.16666666666666666,set,tip/deflection,right,10.0,4.0,missed,IMG_4588.MOV,00:33
6_P0019,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.5,0.1333333333,2.0,0.0,0.0,0.0,0-5,0-15,1.0,def1,0.5,center,0-5|MU0,0-5|def1,19,18,10.0,2.0,0.5238095238095238,0.23076923076923078,3.0,0.0,0.16666666666666666,broken play,tip/deflection,right,11.0,1.0,goal,IMG_4590.MOV,00:05
6_P0020,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.25,0.1333333333,5.385,-68.2,68.2,367.257,5-8,45-90,1.0,def1,0.5,left,5-8|MU0,5-8|def1,20,19,11.0,3.0,0.5454545454545454,0.2857142857142857,3.0,1.0,0.3333333333333333,perimeter,standard,right,11.0,4.0,post/bar,IMG_4592.MOV,00:21
6_P0021,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.3,0.3333333333,6.403,-38.66,38.66,247.53997999999996,5-8,30-45,1.0,def1,1.0,left,5-8|MU0,5-8|def1,21,20,12.0,3.0,0.5652173913043478,0.26666666666666666,3.0,1.0,0.3333333333333333,counter,standard,right,11.0,0.0,blocked (GK),IMG_4594.MOV,00:11
6_P0024,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.6,0.2666666667,4.472,26.57,26.57,118.82104000000001,0-5,15-30,1.0,def1,1.5,right,0-5|MU0,0-5|def1,24,23,13.0,3.0,0.5384615384615384,0.25,3.0,1.0,0.3333333333333333,set,backhand,right,10.0,4.0,missed,IMG_4600.MOV,00:18
6_P0025,6,carlsbad,ca_1,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.6,0.4,6.325,18.43,18.43,116.56975,5-8,15-30,1.0,def1,1.0,right,5-8|MU0,5-8|def1,25,24,14.0,3.0,0.5555555555555556,0.23529411764705882,3.0,0.0,0.16666666666666666,perimeter,standard,right,15.0,5.0,blocked (GK),IMG_4611.MOV,00:23
7_P0003,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.200000,0.133333,6.325,-71.57,71.57,452.68024999999994,5-8,45-90,1.0,def1,0.5,center,5-8|MU0,5-8|def1,3,2,0.0,0.0,0.2,0.3333333333333333,0.0,0.0,0.3333333333333333,perimeter,standard,left,3.0,7.0,goal,IMG_5620.MOV,00:33
7_P0004,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.650000,0.466667,7.616,23.2,23.2,176.69119999999998,5-8,15-30,1.0,def1,0.5,center,5-8|MU0,5-8|def1,4,3,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.5,perimeter,lob,right,11.0,2.0,post/bar,IMG_5622.MOV,00:21
7_P0008,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.800000,0.133333,6.325,71.57,71.57,452.68024999999994,5-8,45-90,1.0,def1,0.0,right,5-8|MU0,5-8|def1,8,7,2.0,1.0,0.3,0.4,2.0,1.0,0.4,perimeter,standard,right,2.0,6.0,blocked (GK),IMG_5634.MOV,00:45
7_P0009,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.300000,0.133333,4.472,-63.44,63.44,283.70368,0-5,45-90,1.0,def1,0.5,center,0-5|MU0,0-5|def1,9,8,3.0,1.0,0.36363636363636365,0.3333333333333333,3.0,1.0,0.3333333333333333,counter,standard,right,6.0,1.0,goal,IMG_5635.MOV,00:26
7_P0013,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.500000,0.600000,9.0,0.0,0.0,0.0,8-10,0-15,1.0,def1,1.0,center,8-10|MU0,8-10|def1,13,12,4.0,2.0,0.3333333333333333,0.42857142857142855,3.0,1.0,0.3333333333333333,broken play,standard,right,8.0,2.0,missed,IMG_5645.MOV,00:29
7_P0014,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.400000,0.133333,2.828,-45.0,45.0,127.25999999999999,0-5,45-90,0.0,def0,1.0,left,0-5|MU0,0-5|def0,14,13,5.0,2.0,0.375,0.375,3.0,1.0,0.3333333333333333,broken play,standard,right,2.0,2.0,blocked (GK),IMG_5652.MOV,00:13
7_P0015,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.300000,0.200000,5.0,-53.13,53.13,265.65000000000003,5-8,45-90,1.0,def1,1.0,left,5-8|MU0,5-8|def1,15,14,6.0,2.0,0.4117647058823529,0.3333333333333333,3.0,1.0,0.3333333333333333,broken play,standard,right,2.0,2.0,blocked (GK),IMG_5652.MOV,00:45
7_P0016,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.300000,0.400000,7.211,-33.69,33.69,242.93859,5-8,30-45,1.0,def1,1.0,left,5-8|MU0,5-8|def1,16,15,7.0,2.0,0.4444444444444444,0.3,3.0,0.0,0.16666666666666666,perimeter,lob,left,3.0,2.0,missed,IMG_5656.MOV,00:17
7_P0017,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.400000,0.266667,4.472,-26.57,26.57,118.82104000000001,0-5,15-30,2.0,def2p,1.0,left,0-5|MU0,0-5|def2p,17,16,8.0,2.0,0.47368421052631576,0.2727272727272727,3.0,0.0,0.16666666666666666,set,skip,right,10.0,2.0,goal,IMG_5658.MOV,00:23
7_P0019,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,other,False,False,False,False,0.500000,0.333333,5.0,0.0,0.0,0.0,5-8,0-15,0.0,def0,0.0,center,5-8|MU0,5-8|def0,19,18,9.0,3.0,0.47619047619047616,0.3333333333333333,3.0,1.0,0.3333333333333333,5m penalty,standard,right,10.0,0.0,goal,IMG_5660.MOV,00:05
7_P0021,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v5,True,False,False,False,0.450000,0.400000,6.083,-9.46,9.46,57.54518000000001,5-8,0-15,1.0,def1,0.5,center,5-8|MU1,5-8|def1,21,20,10.0,4.0,0.4782608695652174,0.38461538461538464,3.0,2.0,0.5,man-up,standard,unknown,0.0,6.0,goal,IMG_5662.MOV,00:34
7_P0022,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.400000,0.200000,3.606,-33.69,33.69,121.48613999999999,0-5,30-45,2.0,def2p,0.5,left,0-5|MU0,0-5|def2p,22,21,11.0,5.0,0.5,0.42857142857142855,3.0,3.0,0.6666666666666666,counter,skip,right,10.0,6.0,goal,IMG_5667.MOV,00:13
7_P0023,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.550000,0.200000,3.162,18.43,18.43,58.275659999999995,0-5,15-30,1.0,def1,1.5,right,0-5|MU0,0-5|def1,23,22,12.0,6.0,0.52,0.4666666666666667,3.0,3.0,0.6666666666666666,set,backhand,right,10.0,6.0,goal,IMG_5669.MOV,00:24
7_P0024,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v5,True,False,False,False,0.350000,0.400000,6.708,-26.57,26.57,178.23156,5-8,15-30,0.0,def0,0.5,right,5-8|MU1,5-8|def0,24,23,13.0,7.0,0.5384615384615384,0.5,3.0,3.0,0.6666666666666666,man-up,standard,right,11.0,2.0,post/bar,IMG_5671.MOV,00:26
7_P0025,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v5,True,False,False,False,0.550000,0.133333,2.236,26.57,26.57,59.410520000000005,0-5,15-30,2.0,def2p,0.5,left,0-5|MU1,0-5|def2p,25,24,14.0,7.0,0.5555555555555556,0.47058823529411764,3.0,2.0,0.5,man-up,punch/volley,right,10.0,3.0,goal,IMG_5673.MOV,00:26
7_P0026,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.400000,0.200000,3.606,-33.69,33.69,121.48613999999999,0-5,30-45,1.0,def1,1.0,left,0-5|MU0,0-5|def1,26,25,15.0,8.0,0.5714285714285714,0.5,3.0,2.0,0.5,counter,skip,right,2.0,3.0,blocked (GK),IMG_5675.MOV,00:24
7_P0027,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.450000,0.466667,7.071,-8.13,8.13,57.487230000000004,5-8,0-15,1.0,def1,1.0,center,5-8|MU0,5-8|def1,27,26,16.0,8.0,0.5862068965517241,0.47368421052631576,3.0,1.0,0.3333333333333333,perimeter,standard,right,6.0,4.0,field block,IMG_5676.MOV,00:29
7_P0028,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.500000,0.333333,5.0,0.0,0.0,0.0,5-8,0-15,0.0,def0,0.0,center,5-8|MU0,5-8|def0,28,27,17.0,8.0,0.6,0.45,3.0,1.0,0.3333333333333333,5m penalty,standard,right,2.0,0.0,goal,IMG_5678.MOV,00:04
7_P0029,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.500000,0.333333,5.0,0.0,0.0,0.0,5-8,0-15,0.0,def0,0.0,center,5-8|MU0,5-8|def0,29,28,18.0,9.0,0.6129032258064516,0.47619047619047616,3.0,1.0,0.3333333333333333,5m penalty,standard,right,10.0,0.0,blocked (GK),IMG_5680.MOV,00:05
7_P0030,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.500000,0.333333,5.0,0.0,0.0,0.0,5-8,0-15,0.0,def0,0.0,center,5-8|MU0,5-8|def0,30,29,19.0,9.0,0.625,0.45454545454545453,3.0,1.0,0.3333333333333333,5m penalty,standard,right,11.0,0.0,goal,IMG_5682.MOV,00:02
7_P0031,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.500000,0.333333,5.0,0.0,0.0,0.0,5-8,0-15,0.0,def0,0.0,center,5-8|MU0,5-8|def0,31,30,20.0,10.0,0.6363636363636364,0.4782608695652174,3.0,2.0,0.5,5m penalty,skip,right,7.0,0.0,goal,IMG_5684.MOV,00:09
7_P0032,7,carlsbad,ca_2,,nan,,,CA Club,CA Club,6v6,False,False,False,False,0.500000,0.333333,5.0,0.0,0.0,0.0,5-8,0-15,0.0,def0,0.0,center,5-8|MU0,5-8|def0,32,31,21.0,11.0,0.6470588235294118,0.5,3.0,2.0,0.5,5m penalty,skip,right,15.0,0.0,goal,IMG_5686.MOV,00:05
8_P0001,8,hinsdale_central,ilhs_1,1,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.600000,0.133333,2.828,45.0,45.0,127.25999999999999,0-5,45-90,0.0,def0,0.5,right,0-5|MU0,0-5|def0,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,counter,standard,right,2.0,0.0,goal,IMG_3689.MOV,00:34
8_P0002,8,hinsdale_central,ilhs_1,1,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.400000,0.133333,2.828,-45.0,45.0,127.25999999999999,0-5,45-90,1.0,def1,0.5,left,0-5|MU0,0-5|def1,2,1,1.0,1.0,0.5,0.5,1.0,1.0,0.5,counter,standard,right,13.0,0.0,goal,IMG_3692.MOV,00:15
8_P0003,8,hinsdale_central,ilhs_1,1,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.600000,0.133333,2.828,45.0,45.0,127.25999999999999,0-5,45-90,0.0,def0,1.0,right,0-5|MU0,0-5|def0,3,2,2.0,2.0,0.6,0.6,2.0,2.0,0.6,counter,standard,right,2.0,2.0,goal,IMG_3694.MOV,00:27
8_P0004,8,hinsdale_central,ilhs_1,1,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.600000,0.200000,3.606,33.69,33.69,121.48613999999999,0-5,30-45,1.0,def1,0.5,left,0-5|MU0,0-5|def1,4,3,3.0,3.0,0.6666666666666666,0.6666666666666666,3.0,3.0,0.6666666666666666,counter,standard,right,10.0,2.0,goal,IMG_3695.MOV,00:48
8_P0005,8,hinsdale_central,ilhs_1,1,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.600000,0.133333,2.828,45.0,45.0,127.25999999999999,0-5,45-90,0.0,def0,0.5,center,0-5|MU0,0-5|def0,5,4,4.0,4.0,0.7142857142857143,0.7142857142857143,3.0,3.0,0.6666666666666666,drive,standard,right,15.0,7.0,blocked (GK),IMG_3696.MOV,00:51
8_P0006,8,hinsdale_central,ilhs_1,1,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.500000,0.266667,4.0,0.0,0.0,0.0,0-5,0-15,2.0,def2p,0.5,center,0-5|MU0,0-5|def2p,6,5,5.0,4.0,0.75,0.625,3.0,2.0,0.5,counter,skip,right,4.0,0.0,goal,IMG_3697.MOV,00:36
8_P0007,8,hinsdale_central,ilhs_1,1,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.600000,0.133333,2.828,45.0,45.0,127.25999999999999,0-5,45-90,1.0,def1,0.5,right,0-5|MU0,0-5|def1,7,6,6.0,5.0,0.7777777777777778,0.6666666666666666,3.0,2.0,0.5,drive,standard,right,4.0,4.0,post/bar,IMG_3698.MOV,00:36
8_P0008,8,hinsdale_central,ilhs_1,2,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.600000,0.133333,2.828,45.0,45.0,127.25999999999999,0-5,45-90,1.0,def1,0.5,right,0-5|MU0,0-5|def1,8,7,7.0,5.0,0.8,0.6,3.0,1.0,0.3333333333333333,set,standard,right,4.0,4.0,goal,IMG_3700.MOV,00:26
8_P0009,8,hinsdale_central,ilhs_1,2,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.400000,0.200000,3.606,-33.69,33.69,121.48613999999999,0-5,30-45,2.0,def2p,0.5,left,0-5|MU0,0-5|def2p,9,8,8.0,6.0,0.8181818181818182,0.6363636363636364,3.0,2.0,0.5,set,standard,right,4.0,1.0,goal,IMG_3702.MOV,00:40
8_P0010,8,hinsdale_central,ilhs_1,2,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.400000,0.200000,3.606,-33.69,33.69,121.48613999999999,0-5,30-45,1.0,def1,0.5,left,0-5|MU0,0-5|def1,10,9,9.0,7.0,0.8333333333333334,0.6666666666666666,3.0,2.0,0.5,set,standard,right,15.0,5.0,goal,IMG_3704.MOV,00:19
8_P0011,8,hinsdale_central,ilhs_1,2,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.400000,0.133333,2.828,-45.0,45.0,127.25999999999999,0-5,45-90,0.0,def0,0.5,left,0-5|MU0,0-5|def0,11,10,10.0,8.0,0.8461538461538461,0.6923076923076923,3.0,3.0,0.6666666666666666,counter,standard,right,4.0,1.0,goal,IMG_3706.MOV,00:41
8_P0012,8,hinsdale_central,ilhs_1,2,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.350000,0.200000,4.243,-45.0,45.0,190.935,0-5,45-90,0.0,def0,0.5,left,0-5|MU0,0-5|def0,12,11,11.0,9.0,0.8571428571428571,0.7142857142857143,3.0,3.0,0.6666666666666666,set,standard,right,8.0,7.0,goal,IMG_3707.MOV,00:59
8_P0013,8,hinsdale_central,ilhs_1,2,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.400000,0.200000,3.606,-33.69,33.69,121.48613999999999,0-5,30-45,1.0,def1,0.5,left,0-5|MU0,0-5|def1,13,12,12.0,10.0,0.8666666666666667,0.7333333333333333,3.0,3.0,0.6666666666666666,drive,lob,right,22.0,1.0,goal,IMG_3709.MOV,00:11
8_P0014,8,hinsdale_central,ilhs_1,3,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.500000,0.133333,2.0,0.0,0.0,0.0,0-5,0-15,1.0,def1,0.5,center,0-5|MU0,0-5|def1,14,13,13.0,11.0,0.875,0.75,3.0,3.0,0.6666666666666666,counter,standard,right,20.0,1.0,goal,IMG_3713.MOV,00:25
8_P0015,8,hinsdale_central,ilhs_1,3,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.550000,0.200000,3.162,18.43,18.43,58.275659999999995,0-5,15-30,0.0,def0,1.0,right,0-5|MU0,0-5|def0,15,14,14.0,12.0,0.8823529411764706,0.7647058823529411,3.0,3.0,0.6666666666666666,counter,skip,right,8.0,1.0,goal,IMG_3714.MOV,00:24
8_P0016,8,hinsdale_central,ilhs_1,3,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.500000,0.200000,3.0,0.0,0.0,0.0,0-5,0-15,1.0,def1,0.5,center,0-5|MU0,0-5|def1,16,15,15.0,13.0,0.8888888888888888,0.7777777777777778,3.0,3.0,0.6666666666666666,broken play,standard,right,20.0,1.0,goal,IMG_3716.MOV,00:23
8_P0017,8,hinsdale_central,ilhs_1,3,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.300000,0.200000,5.0,-53.13,53.13,265.65000000000003,5-8,45-90,1.0,def1,0.5,left,5-8|MU0,5-8|def1,17,16,16.0,14.0,0.8947368421052632,0.7894736842105263,3.0,3.0,0.6666666666666666,set,lob,right,5.0,1.0,missed,IMG_3717.MOV,00:54
8_P0018,8,hinsdale_central,ilhs_1,3,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.400000,0.200000,3.606,-33.69,33.69,121.48613999999999,0-5,30-45,0.0,def0,1.5,left,0-5|MU0,0-5|def0,18,17,17.0,14.0,0.9,0.75,3.0,2.0,0.5,counter,standard,right,5.0,2.0,goal,IMG_3719.MOV,00:27
8_P0019,8,hinsdale_central,ilhs_1,4,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.600000,0.333333,5.385,21.8,21.8,117.393,5-8,15-30,0.0,def0,0.0,right,5-8|MU0,5-8|def0,19,18,18.0,15.0,0.9047619047619048,0.7619047619047619,3.0,2.0,0.5,broken play,standard,right,16.0,1.0,missed,IMG_3726.MOV,00:12
8_P0020,8,hinsdale_central,ilhs_1,4,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.500000,0.333333,5.0,0.0,0.0,0.0,5-8,0-15,0.0,def0,0.0,right,5-8|MU0,5-8|def0,20,19,19.0,15.0,0.9090909090909091,0.7272727272727273,3.0,1.0,0.3333333333333333,5m penalty,standard,right,15.0,0.0,goal,IMG_3730.MOV,00:05
8_P0021,8,hinsdale_central,ilhs_1,4,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.650000,0.066667,3.162,71.56,71.56,226.27272,0-5,45-90,1.0,def1,1.0,right,0-5|MU0,0-5|def1,21,20,20.0,16.0,0.9130434782608695,0.7391304347826086,3.0,2.0,0.5,set,standard,right,13.0,2.0,goal,IMG_3731.MOV,00:31
8_P0022,8,hinsdale_central,ilhs_1,4,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.450000,0.533333,8.062,-7.13,7.13,57.48206,8-10,0-15,1.0,def1,0.5,right,8-10|MU0,8-10|def1,22,21,21.0,17.0,0.9166666666666666,0.75,3.0,2.0,0.5,perimeter,standard,right,10.0,2.0,post/bar,IMG_3733.MOV,00:13
8_P0023,8,hinsdale_central,ilhs_1,4,nan,,,IL HS,IL HS,6v6,False,False,False,False,0.350000,0.066667,3.162,-71.56,71.56,226.27272,0-5,45-90,1.0,def1,1.0,left,0-5|MU0,0-5|def1,23,22,22.0,17.0,0.92,0.72,3.0,2.0,0.5,perimeter,lob,right,8.0,6.0,post/bar,IMG_3734.MOV,00:44
9_P0001,9,midwest_zone,ca_1,,nan,,,ODP Zone,ODP Zone,6v6,False,False,False,False,0.650000,0.533333,8.544,20.56,20.56,175.66464,8-10,15-30,1.0,def1,1.0,right,8-10|MU0,8-10|def1,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,perimeter,standard,right,5.0,2.0,missed,IMG_1525.MOV,00:24
9_P0002,9,midwest_zone,ca_1,,nan,,,ODP Zone,ODP Zone,6v6,True,False,False,False,0.500000,0.400000,6.0,0.0,0.0,0.0,5-8,0-15,1.0,def1,1.0,center,5-8|MU1,5-8|def1,2,1,1.0,0.0,0.5,0.25,1.0,0.0,0.25,man-up,skip,right,5.0,9.0,goal,IMG_1531.MOV,00:45
9_P0003,9,midwest_zone,ca_1,,nan,,,ODP Zone,ODP Zone,6v6,False,False,False,False,0.650000,0.133333,3.606,56.31,56.31,203.05386000000001,0-5,45-90,1.0,def1,0.5,center,0-5|MU0,0-5|def1,3,2,2.0,1.0,0.6,0.4,2.0,1.0,0.4,counter,standard,right,15.0,1.0,goal,IMG_1540.MOV,00:06
9_P0004,9,midwest_zone,ca_1,,nan,,,ODP Zone,ODP Zone,6v6,False,False,False,False,0.700000,0.266667,5.657,45.0,45.0,254.565,5-8,45-90,1.0,def1,0.5,left,5-8|MU0,5-8|def1,4,3,3.0,2.0,0.6666666666666666,0.5,3.0,2.0,0.5,perimeter,standard,right,14.0,6.0,post/bar,IMG_1543.MOV,01:10
9_P0005,9,midwest_zone,ca_1,,nan,,,ODP Zone,ODP Zone,6v6,False,False,False,False,0.350000,0.200000,4.243,-45.0,45.0,190.935,0-5,45-90,1.0,def1,1.0,left,0-5|MU0,0-5|def1,5,4,4.0,2.0,0.7142857142857143,0.42857142857142855,3.0,2.0,0.5,drive,standard,right,15.0,6.0,field block,IMG_1552.MOV,00:34
9_P0006,9,midwest_zone,ca_1,,nan,,,ODP Zone,ODP Zone,6v5,True,False,False,False,0.550000,0.333333,5.099,11.31,11.31,57.66969,5-8,0-15,1.0,def1,1.0,center,5-8|MU1,5-8|def1,6,5,5.0,2.0,0.75,0.375,3.0,1.0,0.3333333333333333,man-up,standard,right,5.0,4.0,blocked (GK),IMG_1553.MOV,00:45
9_P0007,9,midwest_zone,ca_1,,nan,,,ODP Zone,ODP Zone,6v6,False,False,False,False,0.250000,0.266667,6.403,-51.34,51.34,328.73002,5-8,45-90,1.0,def1,0.5,left,5-8|MU0,5-8|def1,7,6,6.0,2.0,0.7777777777777778,0.3333333333333333,3.0,0.0,0.16666666666666666,perimeter,skip,right,3.0,4.0,blocked (GK),IMG_1555.MOV,00:15
